created_at,,rating,review_text
2026-03-03,,3,"Decent BEGINNER COOKING at Riverstone YMCA—some parts were excellent, others felt disorganized. Could be amazing with small tweaks."
2026-03-16,,4,Took AQUA FIT at Pinecrest YMCA (Lexington) and it exceeded expectations. the instructor explained everything clearly Nice mix of ages in the group.
2025-12-20,,5,Loved CARDIO STRENGTH in Framingham—the vibe was welcoming and not intimidating. Would definitely come back. Nice mix of ages in the group.
2025-12-25,,5,Big fan of AQUA ZUMBA at Summit Reach YMCA. the instructor explained everything clearly Staff were friendly and the schedule was smooth. Great for families.
2026-02-19,,4,"If you're in Salem, try AQUA PILATES at Harborlight YMCA. my kid/teen had a blast and asked to come back Easy 5 stars. Great for families."
2026-02-16,,3,"Mixed feelings about AQUA INTERVALS at Pinecrest YMCA (Lexington). nice workout, but timing felt a little tight Could be amazing with small tweaks."
2025-12-22,,4,"If you're in Pittsfield, try CARDIO STRENGTH at Summit Reach YMCA. the vibe was welcoming and not intimidating Easy 5 stars. Great for families."
2026-01-22,,1,SKETCHING at Riverstone YMCA in Framingham was disappointing—the water/room temperature was uncomfortable. Not sure I’d return. Felt hectic after school hours.
2025-12-26,,4,Big fan of CARDIO STRENGTH at Seabrook Commons YMCA. the music and cues were on point Staff were friendly and the schedule was smooth. Loved the community vibe.
2026-01-07,,1,Had a rough experience with BEGINNER COOKING. there wasn't enough equipment/space Needs improvement. Check-in line moved slowly.
2026-03-05,,5,Pinecrest YMCA nailed it with ARTHRITIS AQUA FITNESS. the class was organized and started on time Great energy and well-run session. Parking was easy.
2025-12-30,,4,Took AQUA ZUMBA at Summit Reach YMCA (Pittsfield) and it exceeded expectations. I appreciated the modifications and coaching Nice mix of ages in the group.
2026-03-12,,5,Loved BOOT CAMP BURN at Riverstone YMCA in Framingham—my kid/teen had a blast and asked to come back. Would definitely come back. Nice mix of ages in the group.
2026-03-04,,5,Big fan of BEGINNER COOKING at Pinecrest YMCA. it was the perfect intensity for me Staff were friendly and the schedule was smooth. Great for families.
2026-04-04,,2,Not a great session of a class at Pinecrest YMCA. it started late and felt rushed. Wish there were clearer signs.
2025-12-20,,5,Loved CARDIO DANCE at Riverstone YMCA in Framingham—I appreciated the modifications and coaching. Would definitely come back. Loved the community vibe.
2026-02-04,,1,Riverstone YMCA felt off during AQUA PILATES: the facility felt busy and a bit chaotic. Would prefer smaller groups.
2026-01-07,,1,Wanted to like SKETCHING at Summit Reach YMCA (Pittsfield) but the room was overcrowded and hard to follow. Felt hectic after school hours.
2026-03-12,,1,Had a rough experience with BEGINNER COOKING at Seabrook Commons YMCA. the room was overcrowded and hard to follow Needs improvement. Check-in line moved slowly.
2026-04-04,,1,Riverstone YMCA felt off during AQUA PILATES: there wasn't enough equipment/space. Parking was a hassle.
2026-03-06,,5,Took AQUA ZUMBA at Riverstone YMCA (Framingham) and it exceeded expectations. I appreciated the modifications and coaching Nice mix of ages in the group.
2026-01-06,,1,Had a rough experience with BEGINNER DRAWING at Seabrook Commons YMCA. the water/room temperature was uncomfortable Needs improvement. Wish there were clearer signs.
2025-12-15,,1,Had a rough experience with CARDIO DANCE at Riverstone YMCA. it didn’t match the description on the schedule Needs improvement. Wish there were clearer signs.
2025-12-19,,1,Not a great session of CARDIO STRENGTH at Seabrook Commons YMCA. the session felt more intense than advertised. Check-in line moved slowly.
2026-01-25,,5,"If you're in Pittsfield, try POWER HOUR at Summit Reach YMCA. the vibe was welcoming and not intimidating Easy 5 stars. Front desk was helpful."
2025-12-24,,4,Seabrook Commons YMCA nailed it with CARDIO STRENGTH. the pacing was great and I left feeling energized Great energy and well-run session. Great for families.
2025-12-17,,3,"Mixed feelings about BEGINNER DRAWING at Harborlight YMCA (Salem). good for a first try, not sure it’s my favorite Might try the morning slot next time."
2026-03-14,,2,Wanted to like AQUA FIT at Harborlight YMCA (Salem) but staff communication at check-in was confusing. Check-in line moved slowly.
2026-01-16,,3,"Decent SENIOR CIRCUITS at Riverstone YMCA—nice workout, but timing felt a little tight. Might try the morning slot next time."
2026-02-07,,3,"Decent AQUA ZUMBA at Seabrook Commons YMCA—solid session, but equipment setup took too long. Probably better on weekends."
2026-01-12,,2,Pinecrest YMCA felt off during AQUA FIT: the water/room temperature was uncomfortable. Check-in line moved slowly.
2025-12-30,,5,Loved a class at Pinecrest YMCA in Lexington—I appreciated the modifications and coaching. Would definitely come back. Front desk was helpful.
2026-01-14,,5,Loved BOOT CAMP BURN at Summit Reach YMCA in Pittsfield—the music and cues were on point. Would definitely come back. Loved the community vibe.
2026-02-12,,5,Summit Reach YMCA nailed it with BOOT CAMP. the pacing was great and I left feeling energized Great energy and well-run session. Nice mix of ages in the group.
2026-02-12,,2,Not a great session of BOOT CAMP at Summit Reach YMCA. the facility felt busy and a bit chaotic. Parking was a hassle.
2025-12-20,,5,Big fan of BEGINNER DRAWING at Seabrook Commons YMCA. the music and cues were on point Staff were friendly and the schedule was smooth. Great for families.
2026-02-06,,1,Not a great session of LINE DANCING at Harborlight YMCA. it didn’t match the description on the schedule. Parking was a hassle.
2026-01-17,,4,"If you're in Lexington, try CARDIO DANCE at Pinecrest YMCA. the pacing was great and I left feeling energized Easy 5 stars. Parking was easy."
2026-03-19,,1,Pinecrest YMCA felt off during SALSA / LATIN DANCE: I couldn't hear the cues well. Would prefer smaller groups.
2026-03-13,,4,Seabrook Commons YMCA nailed it with AQUA PILATES. the vibe was welcoming and not intimidating Great energy and well-run session. Loved the community vibe.
2026-02-06,,3,"Mixed feelings about AQUA FIT at Pinecrest YMCA (Lexington). great concept, uneven execution today Probably better on weekends."
2026-03-01,,4,Harborlight YMCA nailed it with BEGINNER COOKING. the class was organized and started on time Great energy and well-run session. Front desk was helpful.
2026-02-10,,5,"If you're in Framingham, try CIRCUIT CARDIO & STRENGTH. the vibe was welcoming and not intimidating Easy 5 stars. Loved the community vibe."
2025-12-23,,5,Loved BEGINNER DRAWING at Summit Reach YMCA in Pittsfield—the class was organized and started on time. Would definitely come back. Front desk was helpful.
2026-03-13,,1,Summit Reach YMCA felt off during SKETCHING: it didn’t match the description on the schedule. Wish there were clearer signs.
2026-03-30,,2,LINE DANCING in Salem was disappointing—it started late and felt rushed. Not sure I’d return. Wish there were clearer signs.
2026-03-26,,4,"If you're in Pittsfield, try SALSA / LATIN DANCE at Summit Reach YMCA. the pacing was great and I left feeling energized Easy 5 stars. Great for families."
2026-01-11,,5,Loved AQUA INTERVALS at Harborlight YMCA in Salem—I appreciated the modifications and coaching. Would definitely come back. Loved the community vibe.
2026-04-04,,1,BEGINNER COOKING at Summit Reach YMCA in Pittsfield was disappointing—the facility felt busy and a bit chaotic. Not sure I’d return. Parking was a hassle.
2026-02-13,,4,Took BOOT CAMP BURN at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. the music and cues were on point Parking was easy.
2026-03-20,,3,"SALSA / LATIN DANCE in Salem was okay. some parts were excellent, others felt disorganized Might try a different time slot. Would go again with friends."
2026-02-21,,2,Had a rough experience with AQUA ZUMBA at Seabrook Commons YMCA. the session felt more intense than advertised Needs improvement. Would prefer smaller groups.
2026-02-16,,2,Wanted to like SENIOR CIRCUITS (Salem) but instructions were unclear for beginners. Check-in line moved slowly.
2026-01-28,,5,Loved CARDIO STRENGTH at Summit Reach YMCA in Pittsfield—my kid/teen had a blast and asked to come back. Would definitely come back. Parking was easy.
2026-03-13,,5,Riverstone YMCA nailed it with AQUA PILATES. the vibe was welcoming and not intimidating Great energy and well-run session. Front desk was helpful.
2025-12-25,,5,Pinecrest YMCA nailed it with AQUA PILATES. the class was organized and started on time Great energy and well-run session. Front desk was helpful.
2026-02-05,,3,"Mixed feelings about AQUA ZUMBA at Summit Reach YMCA (Pittsfield). liked it, but the start was a bit delayed Could be amazing with small tweaks."
2026-01-27,,1,ARTHRITIS AQUA FITNESS at Summit Reach YMCA in Pittsfield was disappointing—the room was overcrowded and hard to follow. Not sure I’d return. Would prefer smaller groups.
2026-02-11,,2,Wanted to like SENIOR CIRCUITS at Pinecrest YMCA (Lexington) but the facility felt busy and a bit chaotic. Would prefer smaller groups.
2026-03-05,,1,Pinecrest YMCA felt off during CARDIO DANCE: the room was overcrowded and hard to follow. Parking was a hassle.
2026-04-02,,1,Wanted to like BOOT CAMP BURN at Pinecrest YMCA (Lexington) but it didn’t match the description on the schedule. Felt hectic after school hours.
2026-04-19,,2,Had a rough experience with a class at Seabrook Commons YMCA. it started late and felt rushed Needs improvement. Wish there were clearer signs.
2025-12-18,,1,Not a great session of CARDIO DANCE at Pinecrest YMCA. there wasn't enough equipment/space. Would prefer smaller groups.
2026-04-16,,2,Not a great session of CARDIO DANCE at Seabrook Commons YMCA. instructions were unclear for beginners. Check-in line moved slowly.
2026-04-14,,1,Seabrook Commons YMCA felt off during BOOT CAMP: there wasn't enough equipment/space. Parking was a hassle.
2025-12-31,,1,Had a rough experience with BEGINNER COOKING. it didn’t match the description on the schedule Needs improvement. Felt hectic after school hours.
2025-12-29,,5,Summit Reach YMCA nailed it with CIRCUIT CARDIO & STRENGTH. the vibe was welcoming and not intimidating Great energy and well-run session. Front desk was helpful.
2026-03-23,,3,"Decent CIRCUIT CARDIO & STRENGTH at Summit Reach YMCA—solid session, but equipment setup took too long. Could be amazing with small tweaks."
2026-02-24,,2,Had a rough experience with POWER HOUR at Riverstone YMCA. the facility felt busy and a bit chaotic Needs improvement. Check-in line moved slowly.
2026-02-19,,5,Loved ARTHRITIS AQUA FITNESS at Pinecrest YMCA in Lexington—it was the perfect intensity for me. Would definitely come back. Nice mix of ages in the group.
2026-01-05,,4,"If you're in Framingham, try AQUA FIT at Riverstone YMCA. my kid/teen had a blast and asked to come back Easy 5 stars. Great for families."
2026-04-07,,4,Seabrook Commons YMCA nailed it with BOOT CAMP BURN. the music and cues were on point Great energy and well-run session. Parking was easy.
2026-01-27,,2,Had a rough experience with AQUA CARDIO. I couldn't hear the cues well Needs improvement. Would prefer smaller groups.
2026-03-17,,1,Seabrook Commons YMCA felt off during CARDIO STRENGTH: there wasn't enough equipment/space. Check-in line moved slowly.
2026-02-20,,3,"Mixed feelings about ARTHRITIS AQUA FITNESS at Riverstone YMCA (Framingham). some parts were excellent, others felt disorganized Still glad I tried it."
2026-04-13,,1,Seabrook Commons YMCA felt off during BEGINNER DRAWING: there wasn't enough equipment/space. Felt hectic after school hours.
2026-02-06,,2,Had a rough experience with SALSA / LATIN DANCE at Summit Reach YMCA. the session felt more intense than advertised Needs improvement. Would prefer smaller groups.
2026-03-29,,5,Summit Reach YMCA nailed it with BEGINNER COOKING. it felt fun and effective without being too hard Great energy and well-run session. Front desk was helpful.
2026-03-28,,1,Not a great session of AQUA ZUMBA at Summit Reach YMCA. the facility felt busy and a bit chaotic. Parking was a hassle.
2026-04-03,,1,Pinecrest YMCA felt off during a class: there wasn't enough equipment/space. Wish there were clearer signs.
2026-01-29,,3,"Mixed feelings about AQUA PILATES at Seabrook Commons YMCA (Plymouth). nice workout, but timing felt a little tight Would go again with friends."
2026-03-08,,3,"Mixed feelings about CIRCUIT CARDIO & STRENGTH at Pinecrest YMCA (Lexington). fun format, though the cues could be clearer Probably better on weekends."
2026-03-09,,1,Wanted to like SENIOR CIRCUITS at Summit Reach YMCA (Pittsfield) but the room was overcrowded and hard to follow. Wish there were clearer signs.
2026-01-17,,1,BEGINNER DRAWING at Seabrook Commons YMCA in Plymouth was disappointing—it started late and felt rushed. Not sure I’d return. Parking was a hassle.
2025-12-19,,5,Summit Reach YMCA nailed it with AQUA PILATES. the space/pool was clean and comfortable Great energy and well-run session. Parking was easy.
2025-12-27,,4,Loved BEGINNER COOKING in Lexington—the class was organized and started on time. Would definitely come back. Great for families.
2026-04-02,,5,Big fan of AQUA FIT. the pacing was great and I left feeling energized Staff were friendly and the schedule was smooth. Great for families.
2026-04-12,,1,Not a great session of ARTHRITIS AQUA FITNESS at Riverstone YMCA. there wasn't enough equipment/space. Check-in line moved slowly.
2026-03-16,,2,Seabrook Commons YMCA felt off during AQUA PILATES: the session felt more intense than advertised. Would prefer smaller groups.
2025-12-25,,2,Pinecrest YMCA felt off during a class: the room was overcrowded and hard to follow. Check-in line moved slowly.
2026-03-14,,2,Not a great session of CIRCUIT CARDIO & STRENGTH at Riverstone YMCA. I couldn't hear the cues well. Would prefer smaller groups.
2026-02-17,,4,Big fan of CIRCUIT CARDIO & STRENGTH at Seabrook Commons YMCA. the class was organized and started on time Staff were friendly and the schedule was smooth. Great for families.
2025-12-30,,1,Wanted to like BOOT CAMP BURN at Pinecrest YMCA (Lexington) but instructions were unclear for beginners. Parking was a hassle.
2026-02-17,,2,Had a rough experience with SENIOR CIRCUITS at Harborlight YMCA. staff communication at check-in was confusing Needs improvement. Felt hectic after school hours.
2026-03-23,,2,Wanted to like AQUA FIT (Lexington) but I couldn't hear the cues well. Would prefer smaller groups.
2026-04-14,,2,Wanted to like BOOT CAMP BURN (Lexington) but I couldn't hear the cues well. Check-in line moved slowly.
2026-03-14,,5,"If you're in Plymouth, try CARDIO DANCE. it felt fun and effective without being too hard Easy 5 stars. Nice mix of ages in the group."
2026-01-31,,3,"Mixed feelings about CARDIO DANCE (Salem). great concept, uneven execution today Still glad I tried it."
2026-01-09,,2,Not a great session of ARTHRITIS AQUA FITNESS at Summit Reach YMCA. the room was overcrowded and hard to follow. Parking was a hassle.
2026-03-19,,5,Took AQUA PILATES (Pittsfield) and it exceeded expectations. it was the perfect intensity for me Parking was easy.
2026-03-16,,2,Wanted to like AQUA PILATES at Summit Reach YMCA (Pittsfield) but the room was overcrowded and hard to follow. Wish there were clearer signs.
2025-12-31,,5,Big fan of SENIOR CIRCUITS at Harborlight YMCA. it was the perfect intensity for me Staff were friendly and the schedule was smooth. Great for families.
2025-12-26,,2,a class at Summit Reach YMCA in Pittsfield was disappointing—it didn’t match the description on the schedule. Not sure I’d return. Would prefer smaller groups.
2026-02-09,,5,"If you're in Pittsfield, try AQUA PILATES. the space/pool was clean and comfortable Easy 5 stars. Front desk was helpful."
2026-03-08,,1,Had a rough experience with AQUA ZUMBA at Summit Reach YMCA. the facility felt busy and a bit chaotic Needs improvement. Wish there were clearer signs.
2026-01-06,,4,Took a class at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. my kid/teen had a blast and asked to come back Front desk was helpful.
2026-04-06,,5,Took LINE DANCING at Seabrook Commons YMCA (Plymouth) and it exceeded expectations. it felt fun and effective without being too hard Loved the community vibe.
